0.000000e+00 2.223105e-06
4.150000e+00 1.886800e-05
8.350000e+00 2.009983e-05
1.250000e+01 2.189145e-05
1.665000e+01 2.407708e-05
2.085000e+01 2.676074e-05
2.500000e+01 2.993667e-05
2.915000e+01 3.353311e-05
3.335000e+01 3.788892e-05
3.750000e+01 4.262891e-05
4.165000e+01 4.883976e-05
4.585000e+01 5.443891e-05
5.000000e+01 6.222822e-05
5.415000e+01 6.831340e-05
5.835000e+01 7.568034e-05
6.250000e+01 8.632200e-05
6.665000e+01 9.485420e-05
7.085000e+01 1.049304e-04
7.500000e+01 1.145778e-04
7.915000e+01 1.269514e-04
8.335000e+01 1.391889e-04
8.750000e+01 1.523642e-04
9.165000e+01 1.651336e-04
9.585000e+01 1.764559e-04
1.000000e+02 1.901771e-04
