0.000000e+00 1.548925e-06
9.200000e+00 1.880548e-06
1.835000e+01 2.094469e-06
2.755000e+01 2.373371e-06
3.675000e+01 2.584634e-06
4.590000e+01 2.774950e-06
5.510000e+01 2.939520e-06
6.430000e+01 3.103708e-06
7.345000e+01 3.259129e-06
8.265000e+01 3.408040e-06
9.185000e+01 3.559605e-06
1.010000e+02 3.710707e-06
1.102000e+02 3.860230e-06
1.194000e+02 4.016688e-06
1.285500e+02 4.154015e-06
1.377500e+02 4.295957e-06
1.469500e+02 4.444300e-06
1.561000e+02 4.592529e-06
1.653000e+02 4.712738e-06
1.745000e+02 4.862729e-06
1.836500e+02 4.983750e-06
1.928500e+02 5.128583e-06
2.020500e+02 5.302604e-06
2.112000e+02 5.461084e-06
2.204000e+02 5.602417e-06
2.296000e+02 5.786311e-06
2.388000e+02 5.929924e-06
2.479500e+02 6.075367e-06
2.571500e+02 6.259119e-06
2.663500e+02 6.398459e-06
2.755000e+02 6.569545e-06
2.847000e+02 6.790463e-06
2.939000e+02 6.948008e-06
3.030500e+02 7.157978e-06
3.122500e+02 7.370413e-06
3.214500e+02 7.575115e-06
3.306000e+02 7.784026e-06
3.398000e+02 7.952940e-06
3.490000e+02 8.180640e-06
3.581500e+02 8.418775e-06
3.673500e+02 8.694476e-06
3.765500e+02 9.006716e-06
3.857000e+02 9.371000e-06
3.949000e+02 2.402415e-05
4.041000e+02 2.499953e-04
4.132500e+02 2.499967e-04
4.224500e+02 2.499964e-04
4.316500e+02 2.499975e-04
4.408000e+02 2.499972e-04
4.500000e+02 2.499967e-04
