-1.000000e-03 -9.597402e-05
-8.950000e-04 -9.060401e-05
-7.900000e-04 -7.926604e-05
-6.850000e-04 -7.735875e-05
-5.800000e-04 -6.679410e-05
-4.750000e-04 -6.360143e-05
-3.700000e-04 -5.289394e-05
-2.650000e-04 -4.199859e-05
-1.600000e-04 -3.128335e-05
-5.500000e-05 -2.064581e-05
5.500000e-05 1.521831e-06
1.600000e-04 5.791426e-06
2.650000e-04 3.538928e-05
3.700000e-04 3.520639e-05
4.750000e-04 4.537630e-05
5.800000e-04 5.599780e-05
6.850000e-04 6.349476e-05
7.900000e-04 7.333278e-05
8.950000e-04 7.479054e-05
1.000000e-03 7.907758e-05
