-6.000000e-01,-9.999862e-05
-0.4855,-6.106424e-05
-0.3715,-7.037602e-06
-0.257,-3.324299e-07
-0.143,3.197665e-07
-0.0285,3.439483e-07
0.0855,3.465625e-07
0.2,3.590282e-07
0.3145,3.972199e-07
0.4285,4.197104e-07
0.543,4.28674e-07
0.657,4.396243e-07
0.7715,4.65516e-07
0.8855,5.096336e-07
1.0,5.673429e-07
1.1145,6.349125e-07
1.2285,7.096104e-07
1.343,7.92176e-07
1.457,8.847088e-07
1.5715,9.866671e-07
1.6855,1.183208e-06
1.8,1.460595e-06
1.9145,1.875984e-06
2.0285,2.032487e-06
2.143,2.191098e-06
2.257,2.349868e-06
2.3715,2.510564e-06
2.4855,2.672428e-06
2.6,2.835082e-06
2.7145,2.99951e-06
2.8285,3.164134e-06
2.943,3.330369e-06
3.057,3.496506e-06
3.1715,3.664263e-06
3.2855,3.831894e-06
3.4,4.001176e-06
3.5145,4.171079e-06
3.6285,4.340631e-06
3.743,4.5119e-06
3.857,4.682718e-06
3.9715,4.855533e-06
4.0855,5.028017e-06
4.2,5.202146e-06
4.3145,5.376712e-06
4.4285,5.55185e-06
4.543,5.728817e-06
4.657,5.906885e-06
4.7715,6.086785e-06
4.8855,6.267774e-06
5.0,6.452086e-06
