-1.000000e+00 -9.999871e-05
-7.930000e-01 -9.999878e-05
-5.860000e-01 -9.999870e-05
-3.795000e-01 -8.344687e-06
-1.725000e-01 2.877099e-07
3.450000e-02 3.522765e-07
2.415000e-01 3.785539e-07
4.485000e-01 4.336915e-07
6.550000e-01 4.531105e-07
8.620000e-01 5.120307e-07
1.069000e+00 6.209524e-07
1.276000e+00 7.568182e-07
1.483000e+00 9.202800e-07
1.689500e+00 1.212030e-06
1.896500e+00 1.863817e-06
2.103500e+00 2.148303e-06
2.310500e+00 2.437477e-06
2.517000e+00 2.730041e-06
2.724000e+00 3.026075e-06
2.931000e+00 3.326262e-06
3.138000e+00 3.629124e-06
3.345000e+00 3.933793e-06
3.551500e+00 4.240432e-06
3.758500e+00 4.549539e-06
3.965500e+00 4.861237e-06
4.172500e+00 5.175296e-06
4.379500e+00 5.492059e-06
4.586000e+00 5.812144e-06
4.793000e+00 6.137645e-06
5.000000e+00 6.469515e-06
